parent_asin,happier_group
B006JSARKU,100% verified are happier
B006JZ0L7C,100% verified are happier
B006K1CN26,Sentiment is neutral for both
B006KTLV6M,100% verified are happier
B006KX3W0G,100% verified are happier
B006L36HS4,100% verified are happier
B006L5PVO8,25% verified are happier
B006L8PYQU,0% verified are happier
B006L9AQV2,96% verified are happier
B006LD9W4A,100% verified are happier
B006LE4SY8,100% verified are happier
B006LZQZPW,100% verified are happier
B006M0HM26,Sentiment is neutral for both
B006M2TNF8,100% non-verified are happier
B006M52MR6,100% verified are happier
B006M6AOAC,100% verified are happier
B006MHT0EW,100% verified are happier
B006MID1FU,0% non-verified are happier
B006MKSBXU,100% verified are happier
B006MQ4AH0,100% verified are happier
B006MRDPCU,100% verified are happier
B006MWZGGS,100% verified are happier
B006N0BNKC,100% verified are happier
B006N8HD12,100% verified are happier
B006N8U51W,100% verified are happier
B006NANE1I,100% verified are happier
B006NT864E,100% verified are happier
B006NYWC1M,Sentiment is neutral for both
B006NZQ7C6,100% verified are happier
B006O0EX8K,100% verified are happier
B006O64I8Y,100% verified are happier
B006O64JMY,100% verified are happier
B006O66YOK,0% non-verified are happier
B006O68XOE,100% verified are happier
B006O8OBB6,0% non-verified are happier
B006O9U470,100% verified are happier
B006OJC7LG,100% non-verified are happier
B006OL5GQM,100% verified are happier
B006ONXTPK,0% non-verified are happier
B006OO0CG8,100% verified are happier
B006OSXIV0,100% non-verified are happier
B006P55NHE,0% non-verified are happier
B006P88WRE,100% verified are happier
B006PGI9VK,100% verified are happier
B006PIOC0A,100% verified are happier
B006PJLIWE,100% verified are happier
B006PKIJ16,Sentiment is neutral for both
B006Q2KO0M,100% verified are happier
B006Q4N92U,100% verified are happier
B006Q9JK8C,100% verified are happier
B006QF0W6K,100% verified are happier
B006QLDI3S,0% verified are happier
B006QSSUK2,100% verified are happier
B006R0SCR0,100% verified are happier
B006R0ZEN0,100% verified are happier
B006R66OQK,100% verified are happier
B006RG369I,100% verified are happier
B006RN7DE0,100% verified are happier
B006RQC1CQ,Sentiment is neutral for both
B006RWCZC6,100% verified are happier
B006S23Z0G,100% verified are happier
B006SBDYOE,0% non-verified are happier
B006SJRTDI,100% verified are happier
B006SJY70Q,100% verified are happier
B006T4KZH4,100% verified are happier
B006T5AYXS,100% verified are happier
B006TDTK30,100% verified are happier
B006TK3Z34,0% non-verified are happier
B006TZJ5OC,0% non-verified are happier
B006U41QN0,79% verified are happier
B006U70AGQ,100% verified are happier
B006U80XR6,100% verified are happier
B006UGXQ5E,100% non-verified are happier
B006UN6ZPU,100% verified are happier
B006UNQ1RM,100% verified are happier
B006UOSUDE,100% verified are happier
B006UQU5D0,0% non-verified are happier
B006UXVK32,100% verified are happier
B006V66Y1G,100% verified are happier
B006VWVDL6,100% verified are happier
B006W1MO0U,100% verified are happier
B006W4BA0M,100% non-verified are happier
B006WEZ5WQ,100% verified are happier
B006WHQUG8,100% verified are happier
B006WKY6PW,Sentiment is neutral for both
B006WNGDBE,100% verified are happier
B006WOBNX6,100% verified are happier
B006WONMRQ,100% verified are happier
B006WZD7ES,100% verified are happier
B006WZD7FW,100% verified are happier
B006X0UTW0,0% non-verified are happier
B006X0VCIA,100% verified are happier
B006XGWZD0,100% verified are happier
B006XNF9W2,100% verified are happier
B006Y2FUW6,100% non-verified are happier
B006Y2LHW8,100% verified are happier
B006YLWR0A,100% verified are happier
B006YUIWKA,100% verified are happier
B006Z0L1TI,0% non-verified are happier
B006Z0TLUY,100% verified are happier
B006Z3IJR2,100% non-verified are happier
B006ZBYUN6,100% verified are happier
B006ZDB104,100% verified are happier
B006ZDT1RE,0% non-verified are happier
B006ZMKJ7G,100% verified are happier
B006ZPAYDC,100% verified are happier
B006ZWYELI,Sentiment is neutral for both
B006ZXT1GK,100% verified are happier
B006ZZU7XE,100% verified are happier
B0070BJR4W,100% verified are happier
B0070U0GJS,100% verified are happier
B00713SNL2,100% verified are happier
B00713TZZA,100% verified are happier
B007142AKQ,100% verified are happier
B00715CUGE,100% verified are happier
B00718LHN8,0% non-verified are happier
B0071AXUUO,100% verified are happier
B0071BRG1C,100% verified are happier
B0071CI3JU,100% verified are happier
B0071D07BQ,100% verified are happier
B0071FYSGO,100% verified are happier
B0071ML4N2,100% verified are happier
B0071NO7I0,64% verified are happier
B0071NV6UC,100% verified are happier
B00721756C,100% verified are happier
B00721CN64,100% verified are happier
B00721D2SW,100% verified are happier
B00721D3F4,100% verified are happier
B00724009S,Sentiment is neutral for both
B00724SY6Y,100% verified are happier
B00724YJJ0,100% verified are happier
B00724YM7E,100% verified are happier
B00724ZD40,100% verified are happier
B00724ZE44,100% verified are happier
B0072GE8SU,0% non-verified are happier
B0072JBCTK,100% verified are happier
B0072JKX1I,0% non-verified are happier
B0072LV0RM,0% non-verified are happier
B0072LXG2Y,100% verified are happier
B0072Q1CPW,100% verified are happier
B0072V8926,100% verified are happier
B0072W4QBS,100% non-verified are happier
B0073B0Y4G,0% verified are happier
B0073EIPDA,100% verified are happier
B0073GHZIY,100% verified are happier
B0073J2VBC,100% verified are happier
B0073K9BHS,100% verified are happier
B0073L8LBY,100% verified are happier
B0073SSQLM,100% verified are happier
B0073XH078,0% verified are happier
B0073YMVDA,100% verified are happier
B00743FBTQ,100% verified are happier
B00743LAWS,100% non-verified are happier
B00745RVQU,100% verified are happier
B0074AKVD0,100% verified are happier
B0074ECMDI,100% verified are happier
B0074EEW6I,100% verified are happier
B0074EVT7I,100% verified are happier
B0074FFIZG,100% verified are happier
B0074FUZ68,100% verified are happier
B0074M965C,100% verified are happier
B007534LFK,100% verified are happier
B00753S0VG,100% non-verified are happier
B00755KO4K,100% verified are happier
B00756SMTS,100% verified are happier
B00759D22C,100% verified are happier
B0075CQGFE,100% verified are happier
B0075DMYC2,100% verified are happier
B0075DS728,100% verified are happier
B0075GB2SQ,Sentiment is neutral for both
B0075RCAVS,100% verified are happier
B007676DKG,100% verified are happier
B00768IX12,100% verified are happier
B0076CGVF8,100% verified are happier
B0076COWCM,100% verified are happier
B0076MXR9Q,100% verified are happier
B0076N0KCW,0% non-verified are happier
B0076OWE8E,100% verified are happier
B0076OXP78,Sentiment is neutral for both
B0076RCONQ,100% verified are happier
B0076S4LZ4,0% verified are happier
B0076V4RGE,100% verified are happier
B0076VZCVS,100% verified are happier
B00770BWGW,100% verified are happier
B00770MKOA,100% verified are happier
B00771OS8K,100% verified are happier
B00771QSA6,100% verified are happier
B00773ZR0Q,100% verified are happier
B007767VRK,100% verified are happier
B00776MDMI,100% verified are happier
B0077BA8SY,100% verified are happier
B0077CODNO,100% verified are happier
B0077CRVA6,100% verified are happier
B0077CX6VE,100% verified are happier
B0077EDPEA,100% non-verified are happier
B0077EV06U,0% verified are happier
B0077L8YFI,90% verified are happier
B0077SNDPM,100% verified are happier
B0077XXT5G,100% verified are happier
B0077Z4PAM,Sentiment is neutral for both
B007828NIY,0% non-verified are happier
B007840O48,100% verified are happier
B00784R2JI,100% verified are happier
B00788455I,Sentiment is neutral for both
B0078FY6IM,100% verified are happier
B0078LO9GU,100% verified are happier
B0078NWQHW,100% verified are happier
B0078SAJ7Q,100% verified are happier
B0078X8CW0,18% non-verified are happier
B007935T5W,0% non-verified are happier
B00793WRYI,100% verified are happier
B00794NIWW,0% non-verified are happier
B00795TDLQ,100% verified are happier
B0079DIF58,100% non-verified are happier
B0079HQ61O,100% verified are happier
B0079JSATS,100% verified are happier
B007A1BMOU,100% verified are happier
B007A1UCQ4,100% verified are happier
B007A98S8U,100% non-verified are happier
B007AD1N74,100% non-verified are happier
B007AEPEPA,100% verified are happier
B007AGMN8O,100% verified are happier
B007AGPUU2,100% verified are happier
B007AGQZX8,0% non-verified are happier
B007AGZ7WI,100% verified are happier
B007AKA1JS,100% verified are happier
B007B1V32K,100% verified are happier
B007BBXZG2,100% verified are happier
B007BDI3H6,100% verified are happier
B007BE9FFE,100% non-verified are happier
B007BKX3XS,100% verified are happier
B007BMRM24,100% verified are happier
B007BYWMUY,0% non-verified are happier
B007C8PUP8,100% verified are happier
B007CLU5BE,100% verified are happier
B007CM1CN8,100% verified are happier
B007CM4EQU,100% verified are happier
B007CMKGYO,100% non-verified are happier
B007CMT6TA,100% verified are happier
B007CNDD8E,0% non-verified are happier
B007CNDDAC,100% verified are happier
B007CPU59W,100% verified are happier
B007CRBQPW,100% verified are happier
B007D5GM0W,100% verified are happier
B007DRSFBO,100% verified are happier
B007DZRTC2,100% verified are happier
B007E722BM,0% non-verified are happier
B007EDM658,100% non-verified are happier
B007EDMD8S,100% non-verified are happier
B007EF9W30,100% verified are happier
B007EJR7F6,Sentiment is neutral for both
B007EMBP0Q,100% verified are happier
B007EN8CMO,100% non-verified are happier
B007EV6RFK,Sentiment is neutral for both
B007EWI7DE,100% verified are happier
B007EWJYZY,100% verified are happier
B007F3ZDES,100% non-verified are happier
B007F55UGW,100% verified are happier
B007F8KUSM,100% verified are happier
B007FM4FPM,100% verified are happier
B007FN91SW,100% verified are happier
B007FN954W,100% non-verified are happier
B007FTZNHO,Sentiment is neutral for both
B007FUHB6E,100% verified are happier
B007G3KFZ4,100% verified are happier
B007G3PCEI,100% verified are happier
B007G9J9BY,100% verified are happier
B007GGALVY,100% verified are happier
B007GNO2DU,101% non-verified are happier
B007GO29Z2,100% verified are happier
B007GQLXJI,100% verified are happier
B007H4IVR6,0% non-verified are happier
B007HERMKI,100% verified are happier
B007HGF398,100% verified are happier
B007HHQRZ6,Sentiment is neutral for both
B007HIL2J6,100% verified are happier
B007HLWRTM,100% non-verified are happier
B007HMIO8O,100% verified are happier
B007HONEMI,100% non-verified are happier
B007HRQF3K,0% non-verified are happier
B007HU4PUC,100% non-verified are happier
B007HZEN0Y,100% verified are happier
B007I0EGGO,100% verified are happier
B007I1QY5Y,100% verified are happier
B007I406A0,100% verified are happier
B007I7G92Q,100% verified are happier
B007IAM4YU,100% verified are happier
B007IE5SQW,100% verified are happier
B007IGGXF0,100% verified are happier
B007IO8LYS,100% verified are happier
B007IORI38,100% verified are happier
B007IPNJDU,100% non-verified are happier
B007IUVAL8,100% verified are happier
B007IX6Z9W,100% verified are happier
B007JCBJT8,100% verified are happier
B007JLYEYQ,100% verified are happier
B007JO68KQ,100% verified are happier
B007JPPDAG,100% verified are happier
B007JQ9SBA,100% verified are happier
B007JRNE32,100% verified are happier
B007JW19X4,100% verified are happier
B007JY0YQK,100% verified are happier
B007JZR6LU,100% verified are happier
B007K1PJ30,100% verified are happier
B007K4FS56,100% verified are happier
B007K5ITAQ,100% verified are happier
B007K7HA40,100% verified are happier
B007KCRSBA,100% verified are happier
B007KCSHDI,100% verified are happier
B007KDX9GM,100% verified are happier
B007KDYZ7Y,100% verified are happier
B007KDZ6WC,100% verified are happier
B007KL7THY,100% verified are happier
B007KPEYCI,100% verified are happier
B007KQA25A,100% verified are happier
B007KR07ZY,100% verified are happier
B007KSUIWK,100% verified are happier
B007KZQND6,100% verified are happier
B007KZQNEK,100% verified are happier
B007L3G350,100% verified are happier
B007L56VC8,100% verified are happier
B007LEV86S,100% verified are happier
B007LR2PBM,100% verified are happier
B007LTV840,100% non-verified are happier
B007MB4YW0,0% non-verified are happier
B007MCRNUE,100% verified are happier
B007MD8L4K,0% non-verified are happier
B007MHJV9K,100% verified are happier
B007MHN7IQ,100% verified are happier
B007MJK8M2,100% verified are happier
B007MJKGH4,100% verified are happier
B007MJVT5W,100% verified are happier
B007MMDTR0,100% non-verified are happier
B007MO6B0U,100% verified are happier
B007MRORWQ,92% verified are happier
B007MS39QU,100% verified are happier
B007MWXE02,100% verified are happier
B007MWXEJS,100% verified are happier
B007MXK11G,100% verified are happier
B007MY5BDI,69% verified are happier
B007MY5BII,0% non-verified are happier
B007N47C66,91% verified are happier
B007NFGGIU,100% verified are happier
B007NKORB8,0% non-verified are happier
B007NN76GS,100% non-verified are happier
B007NNXTCI,100% verified are happier
B007NXJNFA,100% verified are happier
B007NXQVXW,100% verified are happier
B007OB34DS,100% verified are happier
B007OC41LQ,100% verified are happier
B007ODZQ6Y,100% verified are happier
B007OLPX3M,100% verified are happier
B007OLPX6E,0% non-verified are happier
B007OOOFTW,Sentiment is neutral for both
B007OUVQV6,0% non-verified are happier
B007OWNYIM,100% verified are happier
B007OWOK7Q,0% non-verified are happier
B007OWPQHO,100% verified are happier
B007P2T6EM,0% verified are happier
B007P5LGGA,100% verified are happier
B007P63SCE,100% non-verified are happier
B007P9PKUE,100% verified are happier
B007PJ6I2S,100% verified are happier
B007PMTS86,100% verified are happier
B007PQKSPO,100% non-verified are happier
B007PSIOJE,100% verified are happier
B007Q0C37A,100% verified are happier
B007Q12FLS,100% verified are happier
B007Q2GR9I,100% verified are happier
B007Q35I1U,100% verified are happier
B007Q39PWI,100% verified are happier
B007Q75NUC,100% verified are happier
B007QAK8RC,100% verified are happier
B007QAXX9W,100% verified are happier
B007QD8PV0,0% verified are happier
B007QESMDK,100% non-verified are happier
B007QG7G3U,100% verified are happier
B007QR5JHY,100% verified are happier
B007QX7G42,100% verified are happier
B007QXLB2K,100% verified are happier
B007QZ9B70,100% verified are happier
B007R0ORR8,100% verified are happier
B007R0OTOE,100% verified are happier
B007R0OUKC,100% verified are happier
B007R0OUKM,100% verified are happier
B007R0QLUY,100% verified are happier
B007R4A0H0,100% verified are happier
B007R50WYA,100% verified are happier
B007R53WLU,0% non-verified are happier
B007R5ZH2C,100% verified are happier
